Lemma, Sentiment Level
-------------------------
advertise,2.4945054945054945
severely,2.493333333333333
politely,2.492424242424242
receipt,2.4923857868020303
policy,2.490842490842491
confirmation,2.490322580645161
yelling,2.4901408450704223
indifferent,2.4886363636363638
ing,2.4864864864864864
management,2.4849840255591054
teaspoon,2.4827586206896552
garbage,2.481818181818182
unsafe,2.480769230769231
nightmare,2.4774774774774775
wasting,2.477064220183486
plague,2.4761904761904763
fletcher,2.4761904761904763
gristle,2.4714285714285715
obese,2.4705882352941178
compensate,2.4698795180722892
urgency,2.4693877551020407
bleeding,2.46875
nope,2.4673469387755103
progressively,2.466666666666667
expiration,2.466666666666667
unevenly,2.466666666666667
reconsider,2.466666666666667
discrepancy,2.4642857142857144
sorely,2.462962962962963
elbowed,2.4615384615384617
profanity,2.4615384615384617
unsatisfied,2.46
payed,2.4565217391304346
soured,2.4545454545454546
stung,2.4545454545454546
argument,2.4526315789473685
unhappy,2.4483985765124556
arrogant,2.4453125
stupidity,2.4444444444444446
arriba,2.4444444444444446
behavior,2.4404145077720205
memo,2.44
mildew,2.44
slime,2.4375
disinfectant,2.4375
expiring,2.4375
unpleasant,2.436734693877551
curt,2.435483870967742
discretion,2.4347826086956523
harass,2.433333333333333
apathetic,2.4285714285714284
lawsuit,2.4285714285714284
grossness,2.4285714285714284
naive,2.4285714285714284
edible,2.4280078895463513
inform,2.4262295081967213
lumpy,2.425
invisible,2.4242424242424243
musty,2.4210526315789473
mediocre,2.4208266237251745
existent,2.420289855072464
gristly,2.4166666666666665
abrasive,2.4166666666666665
gasket,2.4166666666666665
omen,2.4166666666666665
acetone,2.4166666666666665
agony,2.4166666666666665
redeem,2.4140625
stolen,2.4121621621621623
unanswered,2.411764705882353
unimpressive,2.411111111111111
incorrectly,2.41025641025641
notification,2.409090909090909
rag,2.408450704225352
disaster,2.4074074074074074
dissatisfaction,2.40625
runaround,2.4
aggravating,2.4
leathery,2.4
unexciting,2.4
translucent,2.4
misunderstanding,2.4
viscous,2.4
unfairly,2.4
complacent,2.4
browning,2.4
robbery,2.4
protest,2.4
tch,2.4
unforgivable,2.4
fooling,2.4
wort,2.4
loudly,2.398843930635838
faulty,2.393939393939394
miserable,2.39247311827957
lint,2.388888888888889
inappropriately,2.388888888888889
slimy,2.3873873873873874
inconvenience,2.385214007782101
caller,2.3846153846153846
insect,2.3846153846153846
rung,2.3846153846153846
outrage,2.3846153846153846
rust,2.3846153846153846
inexperienced,2.383720930232558
cuticle,2.3783783783783785
deceptive,2.375
dehydration,2.375
urine,2.3733333333333335
billing,2.373134328358209
failure,2.371900826446281
threat,2.3714285714285714
stale,2.370967741935484
hideous,2.369565217391304
response,2.3693430656934305
discernible,2.3684210526315788
broom,2.3684210526315788
lackadaisical,2.3684210526315788
enemy,2.36734693877551
gross,2.367278797996661
illegally,2.3636363636363638
childish,2.3636363636363638
reiterated,2.3636363636363638
regulation,2.3636363636363638
solicited,2.3636363636363638
sandpaper,2.3636363636363638
inserted,2.3636363636363638
intelligence,2.3636363636363638
cursory,2.3636363636363638
dissatisfied,2.358490566037736
knowingly,2.357142857142857
rip,2.3567961165048543
inattentive,2.3552631578947367
admitted,2.353846153846154
invoice,2.3488372093023258
notified,2.3482142857142856
murky,2.347826086956522
moron,2.3472222222222223
choke,2.3461538461538463
ruined,2.3380782918149468
ugh,2.337719298245614
responsibility,2.336
upset,2.3342175066313
unemployment,2.3333333333333335
disheartening,2.3333333333333335
hag,2.3333333333333335
idiotic,2.3333333333333335
scowl,2.3333333333333335
sickly,2.3333333333333335
rampant,2.3333333333333335
bluntly,2.3333333333333335
meaningless,2.3333333333333335
retard,2.3333333333333335
haggard,2.3333333333333335
wasted,2.3284313725490198
shrug,2.3260869565217392
repeated,2.3260869565217392
blaming,2.323529411764706
nasty,2.3216374269005846
dreadful,2.3214285714285716
marginal,2.3181818181818183
uneven,2.3174603174603177
contracted,2.317073170731707
vomit,2.316326530612245
incident,2.313304721030043
racial,2.3125
meanwhile,2.310077519379845
miserably,2.3095238095238093
frustration,2.308139534883721
artificially,2.3076923076923075
representative,2.306451612903226
jackass,2.303030303030303
dreg,2.3
remake,2.3
breach,2.3
unwashed,2.3
stitching,2.3
sympathy,2.3
projectile,2.3
moot,2.3
ghastly,2.3
mealy,2.2962962962962963
haphazard,2.2941176470588234
flawed,2.2941176470588234
investigating,2.2941176470588234
overcharge,2.293103448275862
cancellation,2.293103448275862
dump,2.2918032786885245
untouched,2.287671232876712
unappetizing,2.287037037037037
violation,2.2857142857142856
turd,2.2857142857142856
nausea,2.2857142857142856
embarrassment,2.2857142857142856
pretended,2.282051282051282
immature,2.28125
vile,2.2777777777777777
curled,2.2777777777777777
ambulance,2.2777777777777777
proceeds,2.2755102040816326
flinch,2.272727272727273
poor,2.272181740248607
apologize,2.271356783919598
threatening,2.27027027027027
dismal,2.2698412698412698
untrained,2.269230769230769
unsatisfying,2.269230769230769
blob,2.269230769230769
screwed,2.2690763052208833
incorrect,2.26875
acknowledged,2.266932270916335
unwelcome,2.2666666666666666
cocky,2.2666666666666666
revolting,2.263157894736842
semblance,2.263157894736842
snide,2.260869565217391
visibly,2.2586206896551726
improperly,2.2580645161290325
sarcastic,2.257142857142857
inconsiderate,2.25531914893617
horribly,2.2545454545454544
tipper,2.25
sneer,2.25
unsatisfactory,2.25
bogus,2.2439024390243905
unresponsive,2.24
permission,2.24
thirdly,2.238095238095238
useless,2.236842105263158
slopped,2.235294117647059
lukewarm,2.2325581395348837
worse,2.2251481237656354
publicly,2.2222222222222223
rape,2.2222222222222223
boycott,2.2222222222222223
prison,2.2195121951219514
belligerent,2.217391304347826
false,2.2142857142857144
pleading,2.2142857142857144
disbelief,2.2142857142857144
unkempt,2.210526315789474
inefficient,2.2083333333333335
mumbling,2.2
investigation,2.2
sympathize,2.2
reschedule,2.2
sewage,2.2
smug,2.2
receiver,2.2
irate,2.2
unemployed,2.2
disinterested,2.19672131147541
bait,2.1954022988505746
reply,2.1893004115226335
slop,2.188679245283019
particle,2.1875
salmonella,2.1875
malfunction,2.1875
reconcile,2.1818181818181817
incapable,2.1818181818181817
surveillance,2.1818181818181817
unfolded,2.1818181818181817
explicitly,2.1818181818181817
clump,2.1785714285714284
scold,2.176470588235294
nastiness,2.176470588235294
tepid,2.1739130434782608
unsuspecting,2.1724137931034484
worthless,2.1724137931034484
hostile,2.1666666666666665
gnat,2.1666666666666665
budge,2.1666666666666665
confrontation,2.1666666666666665
uninterested,2.1639344262295084
rotting,2.161290322580645
nonchalant,2.1578947368421053
blandness,2.1578947368421053
disgust,2.156862745098039
hertz,2.1538461538461537
jagged,2.1538461538461537
eatable,2.15
verbally,2.1463414634146343
unorganized,2.144230769230769
serial,2.142857142857143
confront,2.142857142857143
egregious,2.142857142857143
gossiping,2.1379310344827585
waste,2.1333803810868033
bewildered,2.1333333333333333
unedible,2.1333333333333333
contempt,2.1333333333333333
empathy,2.130434782608696
atrocious,2.130081300813008
inept,2.128205128205128
liability,2.128205128205128
zero,2.127659574468085
screwing,2.125
prepay,2.125
deception,2.125
unattentive,2.1219512195121952
disconnect,2.12
altercation,2.1176470588235294
lousy,2.1171171171171173
moldy,2.1153846153846154
roach,2.1142857142857143
billed,2.1
laughable,2.1
helpless,2.1
sternly,2.1
catastrophe,2.1
delusional,2.1
flavorless,2.098684210526316
aggressively,2.096774193548387
horrid,2.096
substandard,2.090909090909091
denominator,2.090909090909091
rational,2.090909090909091
unpaid,2.090909090909091
horrendous,2.0903954802259888
unfriendly,2.087912087912088
interrupted,2.0875
downhill,2.0846905537459284
defective,2.0833333333333335
unwilling,2.081967213114754
racist,2.0806451612903225
filth,2.076923076923077
waive,2.073170731707317
poorly,2.0718816067653276
ungrateful,2.0714285714285716
impolite,2.0714285714285716
harassment,2.0714285714285716
abusive,2.0714285714285716
cox,2.0704225352112675
aggravation,2.0689655172413794
blatant,2.066666666666667
theft,2.0625
hateful,2.0625
acknowledge,2.0607142857142855
blatantly,2.06
pitiful,2.0555555555555554
indifference,2.0555555555555554
tasteless,2.0515933232169954
unsanitary,2.05
dispatcher,2.05
notify,2.046511627906977
hastily,2.0454545454545454
unseasoned,2.0444444444444443
shoddy,2.0444444444444443
fingernail,2.037037037037037
methinks,2.0294117647058822
crook,2.026315789473684
cancel,2.0242214532871974
tablespoon,2.0217391304347827
terrible,2.0216216216216214
careless,2.017543859649123
yuck,2.0174927113702625
falsely,2.0
repulsive,2.0
displeased,2.0
cussed,2.0
impatiently,2.0
scummy,2.0
bureau,2.0
pubic,2.0
irresponsible,2.0
rinsing,2.0
muck,2.0
unhappiness,2.0
hurriedly,2.0
defensive,1.9836065573770492
abysmal,1.98
awful,1.9759427828348504
pathetic,1.9715909090909092
horrific,1.9659090909090908
uneducated,1.9655172413793103
blankly,1.9565217391304348
refusing,1.9565217391304348
angrily,1.9565217391304348
dispatch,1.9545454545454546
abomination,1.9523809523809523
smirk,1.95
reversed,1.95
reimburse,1.95
consent,1.9473684210526316
criminal,1.9420289855072463
distasteful,1.9375
degrading,1.9375
apology,1.9373814041745732
grudgingly,1.9333333333333333
displeasure,1.9333333333333333
stunk,1.930232558139535
anger,1.9259259259259258
documentation,1.9230769230769231
blamed,1.922077922077922
dishonest,1.9206349206349207
rotten,1.9189189189189189
unreliable,1.9166666666666667
hostage,1.9166666666666667
correspondence,1.9166666666666667
filthy,1.9151943462897527
cockroach,1.9090909090909092
rude,1.9046811397557666
audacity,1.901639344262295
inedible,1.900662251655629
optimism,1.9
termination,1.9
arbitrary,1.9
unworthy,1.9
diarrhea,1.8983050847457628
disorganization,1.894736842105263
dismissive,1.8846153846153846
stank,1.8823529411764706
rudeness,1.8764044943820224
threaten,1.875
smudged,1.8666666666666667
thief,1.8666666666666667
bedbug,1.8666666666666667
horrible,1.865307486631016
rectify,1.8627450980392157
deplorable,1.8620689655172413
refusal,1.8571428571428572
greed,1.85
condescending,1.845679012345679
uncaring,1.829268292682927
vomiting,1.829268292682927
disgusting,1.8262910798122065
undesirable,1.8235294117647058
decency,1.8181818181818181
insincere,1.8181818181818181
scathing,1.8181818181818181
supervisor,1.8068181818181819
lied,1.8060606060606061
poisoning,1.8036529680365296
cuss,1.8
marijuana,1.8
insulting,1.8
recourse,1.8
marathoner,1.8
insult,1.794701986754967
unusable,1.7894736842105263
shameful,1.7741935483870968
unclean,1.7692307692307692
retrain,1.7692307692307692
unapologetic,1.7619047619047619
disrespect,1.75
appalling,1.75
apathy,1.7333333333333334
riddance,1.7333333333333334
deceitful,1.7333333333333334
rancid,1.728813559322034
twiddling,1.7272727272727273
mortified,1.72
unacceptable,1.7066246056782335
dispute,1.7017543859649122
unsympathetic,1.7
unprofessionally,1.7
disgraceful,1.7
worst,1.6984126984126984
accused,1.697674418604651
oversold,1.6923076923076923
reimbursement,1.6923076923076923
compensation,1.6883116883116882
negligent,1.6875
rudely,1.6862745098039216
sham,1.6818181818181819
unhelpful,1.67
scam,1.6666666666666667
uncalled,1.6666666666666667
fuming,1.6428571428571428
scum,1.64
carelessness,1.6363636363636365
furious,1.631578947368421
liar,1.627906976744186
feces,1.625
refund,1.6197440585009142
incompetence,1.6153846153846154
dishwater,1.6153846153846154
disgrace,1.6097560975609757
unmelted,1.5833333333333333
fraud,1.5714285714285714
unprofessional,1.5635103926096998
authorization,1.5625
sarcastically,1.56
uneatable,1.5555555555555556
discrimination,1.5555555555555556
disturbingly,1.5454545454545454
negligence,1.5333333333333334
gall,1.5294117647058822
violently,1.5294117647058822
disgusted,1.5081967213114753
unconcerned,1.5
despicable,1.5
incompetent,1.4965034965034965
livid,1.4857142857142858
disrespectful,1.4722222222222223
inexcusable,1.4545454545454546
unethical,1.3714285714285714
argumentative,1.3333333333333333
voided,1.3
unprofessionalism,1.1666666666666667
-------------------------
snapdragon,5.0
acupuncture,4.944444444444445
physique,4.923076923076923
shavery,4.916666666666667
kent,4.909090909090909
ariel,4.9
shelly,4.857142857142857
lori,4.838709677419355
nougat,4.818181818181818
choir,4.8
reina,4.8
euphoric,4.7894736842105265
dexter,4.785714285714286
patel,4.785714285714286
infectious,4.777777777777778
boudoir,4.769230769230769
nationally,4.769230769230769
feline,4.75
unrivaled,4.75
effortless,4.7368421052631575
layman,4.7272727272727275
miraculous,4.7272727272727275
henna,4.7272727272727275
noel,4.7272727272727275
flores,4.7272727272727275
limu,4.7272727272727275
masterful,4.72
perfectionist,4.717391304347826
thorn,4.7
simulator,4.7
toxin,4.7
keepsake,4.7
waxer,4.7
hydration,4.6875
passionate,4.675257731958763
wondrous,4.666666666666667
cherish,4.666666666666667
soulful,4.666666666666667
knockout,4.666666666666667
pioneer,4.647058823529412
cruller,4.647058823529412
immaculately,4.642857142857143
dedication,4.641791044776119
emulsion,4.636363636363637
teasing,4.636363636363637
airbrush,4.636363636363637
dune,4.636363636363637
spinner,4.636363636363637
sublime,4.632075471698113
perfecto,4.625
timeless,4.625
transcendent,4.625
punctual,4.622641509433962
thoroughness,4.615384615384615
amaze,4.615384615384615
effortlessly,4.611111111111111
prefect,4.611111111111111
meticulous,4.605633802816901
masterpiece,4.6022727272727275
metropolis,4.6
obedience,4.6
marvelously,4.6
transforming,4.6
cheered,4.6
luxuriously,4.6
approachable,4.594202898550725
oversell,4.583333333333333
credible,4.583333333333333
charisma,4.583333333333333
compassionate,4.582278481012659
cyclist,4.580645161290323
seamless,4.58
flawless,4.579617834394904
veterinary,4.578947368421052
brent,4.571428571428571
colorist,4.571428571428571
unparalleled,4.571428571428571
jess,4.571428571428571
kinky,4.571428571428571
unforgettable,4.569444444444445
communicator,4.5625
dedicate,4.5625
bumble,4.555555555555555
unmatched,4.555555555555555
orgasmic,4.552238805970149
fiddle,4.545454545454546
fantastico,4.545454545454546
worship,4.545454545454546
cacao,4.545454545454546
intelligentsia,4.545454545454546
wod,4.545454545454546
unbeatable,4.544642857142857
ecstasy,4.541666666666667
exquisite,4.541062801932367
tammy,4.538461538461538
tanner,4.538461538461538
gem,4.537484116899619
transform,4.535714285714286
encouragement,4.535714285714286
tapestry,4.533333333333333
seth,4.533333333333333
violin,4.533333333333333
bree,4.529411764705882
oodles,4.523809523809524
expertly,4.516393442622951
cycling,4.513513513513513
jordan,4.5
invaluable,4.5
consummate,4.5
poem,4.5
experimented,4.5
submarine,4.5
explorer,4.5
sinfully,4.5
meditation,4.5
doodle,4.5
forefather,4.5
cholla,4.5
stuffiness,4.5
fling,4.5
mahogany,4.5
rejoice,4.5
exhilarating,4.5
earthiness,4.5
catwalk,4.5
bakeshop,4.5
piercer,4.5
seductive,4.5
filo,4.5
snowflake,4.5
supportive,4.492063492063492
jo,4.487804878048781
centerpiece,4.487179487179487
incredible,4.4863387978142075
charismatic,4.481481481481482
pampered,4.480392156862745
competitively,4.48
hooked,4.479477611940299
accomplishment,4.478260869565218
paco,4.478260869565218
highly,4.477072310405644
beth,4.476190476190476
degustation,4.476190476190476
gizzard,4.476190476190476
octane,4.475
cote,4.473684210526316
talented,4.47075208913649
hiker,4.470588235294118
roofing,4.470588235294118
archery,4.470588235294118
helpfulness,4.470588235294118
tory,4.470588235294118
phenomenal,4.470232088799193
seamlessly,4.46875
poetry,4.46875
awesomely,4.466666666666667
painless,4.466666666666667
sumac,4.466666666666667
seater,4.466666666666667
hiro,4.466666666666667
gorgeously,4.466666666666667
drool,4.464285714285714
insight,4.462962962962963
esoteric,4.461538461538462
limitless,4.461538461538462
trotter,4.461538461538462
spooning,4.461538461538462
unpretentious,4.460869565217391
indulgent,4.46
utmost,4.458333333333333
erika,4.454545454545454
lam,4.454545454545454
artful,4.454545454545454
locksmith,4.454545454545454
retractable,4.454545454545454
sola,4.454545454545454
awe,4.453846153846154
knowledgeable,4.453573438379291
impeccable,4.452569169960475
trustworthy,4.4523809523809526
yogi,4.4523809523809526
addicted,4.452107279693487
bliss,4.451127819548872
attic,4.45
magnum,4.45
oolong,4.444444444444445
butler,4.444444444444445
artistic,4.444444444444445
exemplary,4.444444444444445
ingenious,4.444444444444445
bonsai,4.444444444444445
nectar,4.444444444444445
perfection,4.4442925495557075
canine,4.4411764705882355
meticulously,4.439024390243903
vaulted,4.4375
personalize,4.4375
candlelight,4.434782608695652
friendship,4.434782608695652
royalty,4.433333333333334
intuitive,4.433333333333334
heavenly,4.431211498973306
informative,4.42997542997543
goulash,4.428571428571429
emporium,4.428571428571429
chiropractic,4.428571428571429
uplifting,4.428571428571429
thoughtfulness,4.428571428571429
elaine,4.428571428571429
lovingly,4.428571428571429
thoughtfully,4.428571428571429
chauffeur,4.428571428571429
delectably,4.428571428571429
vita,4.428571428571429
raja,4.428571428571429
sharable,4.428571428571429
mindful,4.424242424242424
amazing,4.423128470227838
tango,4.423076923076923
pomme,4.4222222222222225
chanterelle,4.421052631578948
alternating,4.421052631578948
superb,4.418439716312057
savored,4.418181818181818
immaculate,4.417391304347826
restrain,4.416666666666667
nancy,4.416666666666667
asymmetrical,4.416666666666667
rend,4.416666666666667
hangar,4.416666666666667
dentistry,4.416666666666667
anesthesia,4.416666666666667
impersonation,4.416666666666667
inspirational,4.416666666666667
immortal,4.416666666666667
envious,4.416666666666667
insightful,4.416666666666667
blessed,4.414634146341464
painter,4.413793103448276
awesomeness,4.4125874125874125
thorough,4.412162162162162
preservation,4.411764705882353
delectable,4.411003236245954
healing,4.407407407407407
collectible,4.405405405405405
heaven,4.405152224824356
divine,4.402127659574468
selfishly,4.4
dale,4.4
mouthwash,4.4
sift,4.4
cinch,4.4
jake,4.4
blemish,4.4
neighborly,4.4
phenomenally,4.4
mobility,4.4
woven,4.4
ped,4.4
inhale,4.4
singh,4.4
reed,4.4
chant,4.4
newton,4.4
otherworldly,4.4
feminine,4.4
eloquent,4.4
delirium,4.4
onwards,4.4
secondhand,4.4
bret,4.4
scrumptious,4.397058823529412
heartbeat,4.396946564885496
gardening,4.395348837209302
obsession,4.395061728395062
pillowy,4.393939393939394
ana,4.392857142857143
inspiration,4.391891891891892
quartet,4.391304347826087
wellness,4.389830508474576
smitten,4.388888888888889
emotionally,4.388888888888889
communicative,4.388888888888889
unobtrusive,4.387096774193548
chaya,4.384615384615385
tribal,4.384615384615385
morocco,4.384615384615385
increment,4.384615384615385
strenuous,4.384615384615385
fabulous,4.3844011142061285
sensory,4.382352941176471
majestic,4.382352941176471
magnificent,4.381502890173411
taffy,4.380952380952381
tod,4.380952380952381
environmental,4.380952380952381
fantastic,4.379482758620689
bravo,4.3765432098765435
quilt,4.375
regent,4.375
dieter,4.375
dreamy,4.375
barbershop,4.375
unanimous,4.375
humidor,4.375
paolo,4.375
woohoo,4.373493975903615
playful,4.372093023255814
victor,4.37037037037037
spotless,4.3689839572192515
eucalyptus,4.368421052631579
lance,4.368421052631579
wonderful,4.368069001936279
thoughtful,4.368055555555555
happiness,4.367924528301887
impeccably,4.36734693877551
naughty,4.36734693877551
rival,4.363636363636363
addiction,4.363636363636363
soldier,4.363636363636363
photography,4.363636363636363
delicioso,4.363636363636363
soprano,4.363636363636363
congratulate,4.363636363636363
agreeable,4.363636363636363
lounger,4.363636363636363
omega,4.363636363636363
gobbler,4.363636363636363
hydraulic,4.363636363636363
harmonious,4.363636363636363
inception,4.363636363636363
longue,4.363636363636363
wonderfully,4.3615160349854225
skilled,4.360544217687075
canon,4.357142857142857
kafta,4.357142857142857
arc,4.357142857142857
antler,4.357142857142857
kai,4.3561643835616435
heartily,4.354838709677419
ease,4.353535353535354
lily,4.352941176470588
kindness,4.352941176470588
flawlessly,4.352941176470588
beautifully,4.351851851851852
kat,4.351351351351352
disappoint,4.349635796045786
perfect,4.348983543078412
captivating,4.3478260869565215
chalet,4.3478260869565215
masterfully,4.3478260869565215
author,4.346153846153846
frothy,4.346153846153846
tailor,4.345238095238095
awesome,4.344890510948905
grateful,4.34469696969697
savor,4.344262295081967
wonderland,4.344262295081967
soho,4.34375
luscious,4.343283582089552
savoy,4.3428571428571425
praline,4.341463414634147
intricate,4.340425531914893
conservatory,4.340425531914893
pleasure,4.340075853350189
instructor,4.338164251207729
marvelous,4.337349397590361
rehearsal,4.333333333333333
incomparable,4.333333333333333
briny,4.333333333333333
corking,4.333333333333333
invasion,4.333333333333333
playtime,4.333333333333333
ode,4.333333333333333
saguaro,4.333333333333333
sponsor,4.333333333333333
intensity,4.333333333333333
vas,4.333333333333333
smorgasbord,4.333333333333333
hale,4.333333333333333
discipline,4.333333333333333
roka,4.333333333333333
hemp,4.333333333333333
clockwork,4.333333333333333
coaching,4.333333333333333
kyle,4.333333333333333
brett,4.333333333333333
sourness,4.333333333333333
sphere,4.333333333333333
invigorating,4.333333333333333
coed,4.333333333333333
hydrate,4.333333333333333
budding,4.333333333333333
proposal,4.333333333333333
naga,4.333333333333333
inaugural,4.333333333333333
basilica,4.333333333333333
notch,4.329986613119143
genuinely,4.328571428571428
autograph,4.326530612244898
hesitation,4.325842696629214
seasonally,4.325581395348837
dream,4.325333333333333
importantly,4.32532751091703
spiritual,4.325
elegantly,4.324324324324325
autumn,4.32258064516129
demonstration,4.321428571428571
await,4.321428571428571
superbly,4.321428571428571
venison,4.321428571428571
aerial,4.321428571428571
ville,4.319148936170213
delightfully,4.318181818181818
whoo,4.318181818181818
excellently,4.318181818181818
soothing,4.317829457364341
electrician,4.315789473684211
chia,4.315789473684211
lust,4.315789473684211
courthouse,4.315789473684211
terrific,4.315642458100559
flexible,4.314465408805032
mel,4.314285714285714
pinball,4.313953488372093
decadent,4.313019390581718
skillfully,4.3125
fearful,4.3125
wealth,4.311111111111111
velvety,4.311111111111111
graham,4.310679611650485
botanical,4.310344827586207
homeowner,4.310344827586207
pied,4.310344827586207
jewel,4.310077519379845
professional,4.308984910836763
bounty,4.3076923076923075
conscientious,4.3076923076923075
husky,4.3076923076923075
gardener,4.3076923076923075
sparking,4.3076923076923075
generosity,4.3076923076923075
overture,4.3076923076923075
martial,4.3076923076923075
converting,4.3076923076923075
upstate,4.3076923076923075
achievement,4.3076923076923075
mealtime,4.3076923076923075
fleck,4.3076923076923075
coziness,4.3076923076923075
cava,4.3076923076923075
gourmand,4.3076923076923075
hin,4.3076923076923075
ballet,4.3061224489795915
delicately,4.3061224489795915
dutch,4.305555555555555
dilly,4.304347826086956
wellington,4.303703703703704
apprehensive,4.3023255813953485
silky,4.3023255813953485
adorable,4.301801801801802
coronary,4.3
groggy,4.3
python,4.3
artfully,4.3
elf,4.3
scrabble,4.3
curriculum,4.3
avalanche,4.3
beagle,4.3
reachable,4.3
suckling,4.3
thereby,4.3
breakout,4.3
aviary,4.3
taproom,4.3
raven,4.3
vesper,4.3
extinct,4.3
honeycomb,4.3
exclamation,4.3
worldly,4.3
liege,4.3
dejeuner,4.3
outstanding,4.298998569384835
daunting,4.297872340425532
gentle,4.297413793103448
intimate,4.297402597402598
stunning,4.2972136222910216
delicate,4.295302013422819
celebrated,4.294964028776978
succulent,4.294573643410852
affinity,4.294117647058823
laura,4.294117647058823
swimmer,4.294117647058823
enhanced,4.293333333333333
chee,4.2926829268292686
favorite,4.291934937309387
excellent,4.2918175235336715
paired,4.291666666666667
