id	createDate	creator_id	discussionCategory
732	1258906507365	5502	MARKET_COMMENTARY
733	1258906625195	5502	MARKET_COMMENTARY
734	1258914272010	52	QUESTION
735	1258914405838	52	QUESTION
736	1258914470801	52	QUESTION
737	1258933288904	5663	TECHNICAL_ANALYSIS
740	1258969573091	1871	QUESTION
741	1258969700186	1871	QUESTION
742	1258975423562	5192	POLL
743	1258984293770	4406	QUESTION
744	1259001352052	5742	MARKET_COMMENTARY
745	1259003266650	498	MARKET_COMMENTARY
746	1259045937204	5192	QUESTION
747	1259066468596	569	QUESTION
748	1259092223350	5582	POSITION
750	1259118984811	5192	MARKET_COMMENTARY
751	1259128271584	4277	POLL
753	1259144071224	5192	POLL
754	1259155259813	5107	QUESTION
755	1259157566480	4406	QUESTION
756	1259236692367	5018	QUESTION
757	1259340868317	5192	QUESTION
758	1259357713534	2540	QUESTION
759	1259377899128	4173	QUESTION
760	1259379165553	4173	POLL
761	1259379484531	4173	POLL
762	1259417360430	52	TECHNICAL_ANALYSIS
763	1259460278804	5966	POLL
764	1259460572601	5885	QUESTION
765	1259572366141	5192	POLL
766	1259572386843	5192	POLL
767	1259593441190	234	MARKET_COMMENTARY
768	1259611075663	2463	QUESTION
769	1259632959456	5174	POSITION
770	1259633253940	5174	POSITION
771	1259633271237	5174	POSITION
772	1259633343710	5174	POSITION
773	1259694624149	5174	POSITION
776	1259723342247	3078	QUESTION
777	1259745514439	3078	QUESTION
778	1259771371656	4776	MARKET_COMMENTARY
779	1259774376944	5174	MARKET_COMMENTARY
780	1259852544685	1	ECONOMICEVENT
781	1259855488781	317	QUESTION
782	1259936144401	3366	QUESTION
783	1259951952998	48	POLL
784	1259959410843	350	QUESTION
785	1259959990760	1265	QUESTION
786	1260025442117	5193	QUESTION
787	1260025512473	5193	QUESTION
788	1260033689966	52	QUESTION
789	1260050888321	3323	FEED_ITEM
790	1260106459067	5998	QUESTION
791	1260107210310	5998	QUESTION
792	1260113408220	52	QUESTION
793	1260114181684	52	QUESTION
794	1260152208879	234	QUESTION
795	1260235234563	3054	QUESTION
796	1260250903787	3493	TECHNICAL_ANALYSIS
797	1260271198395	8	POSITION
798	1260271321906	2660	QUESTION
802	1260271946873	2660	QUESTION
803	1260279080637	1403	MARKET_COMMENTARY
804	1260296941693	1298	POSITION
805	1260302047771	30	QUESTION
806	1260335351707	1356	POSITION
807	1260352936211	1403	MARKET_COMMENTARY
808	1260371061714	350	MARKET_COMMENTARY
809	1260372684995	4796	MARKET_COMMENTARY
810	1260375519824	6259	POLL
811	1260385728915	1	POSITION
812	1260434024386	1403	MARKET_COMMENTARY
813	1260434035619	1403	MARKET_COMMENTARY
814	1260481992057	6257	QUESTION
815	1260542499367	6433	TECHNICAL_INDICATOR
816	1260554917498	498	MARKET_COMMENTARY
817	1260569478740	30	QUESTION
818	1260579079452	569	QUESTION
821	1260714866112	52	TECHNICAL_ANALYSIS
822	1260715448593	52	QUESTION
823	1260872889273	6728	POLL
824	1260872957072	6728	POLL
826	1260874156513	8	MARKET_COMMENTARY
827	1260881278865	5174	POSITION
828	1260882975332	1678	QUESTION
829	1260884051878	6728	TECHNICAL_INDICATOR
830	1260891135593	4862	POLL
832	1260936339845	3948	QUESTION
833	1260942019678	5174	MARKET_COMMENTARY
834	1260942150566	5174	MARKET_COMMENTARY
835	1260944942216	6157	POSITION
836	1260944970917	6157	POSITION
837	1260989873878	52	MARKET_COMMENTARY
838	1261037205188	8	POSITION
839	1261109423930	5192	POLL
840	1261135926316	6880	NEWSREPORT
841	1261215934810	6226	QUESTION
842	1261281930198	3948	QUESTION
843	1261323636957	52	TECHNICAL_ANALYSIS
845	1261324162222	52	QUESTION
847	1261324618112	52	QUESTION
849	1261334679705	6862	QUESTION
850	1261347707085	6862	POSITION
851	1261386625423	1403	MARKET_COMMENTARY
852	1261399883127	123	QUESTION
854	1261456215470	1385	QUESTION
855	1261472628999	6998	TECHNICAL_ANALYSIS
856	1261556036297	8	POSITION
857	1261619892593	2631	QUESTION
858	1261631768163	569	QUESTION
859	1261656244511	7193	TECHNICAL_ANALYSIS
861	1261730050879	52	MARKET_COMMENTARY
862	1261730056735	52	MARKET_COMMENTARY
863	1261932199620	52	TECHNICAL_ANALYSIS
865	1261992122044	7076	QUESTION
866	1262007163866	2631	QUESTION
867	1262030411195	428	QUESTION
868	1262049222573	7432	QUESTION
869	1262058585210	1962	TECHNICAL_INDICATOR
871	1262144701980	6875	TECHNICAL_ANALYSIS
872	1262153575068	1880	POSITION
873	1262156256293	1385	TECHNICAL_INDICATOR
874	1262209102334	7484	QUESTION
875	1262214541567	428	QUESTION
876	1262275785479	48	MARKET_COMMENTARY
877	1262453998612	52	TECHNICAL_ANALYSIS
882	1262562505841	7538	POSITION
883	1262659923001	1379	QUESTION
884	1262710035238	5174	POSITION
885	1262774315270	6197	QUESTION
886	1262802642647	7193	QUESTION
887	1262815142576	1	ECONOMICEVENT
889	1262816053073	7193	TECHNICAL_ANALYSIS
890	1262882133496	1892	MARKET_COMMENTARY
891	1262893885111	3172	QUESTION
892	1262948068820	7548	QUESTION
893	1262961835566	1265	QUESTION
894	1262965596801	7763	QUESTION
895	1262976369485	3063	QUESTION
896	1262982238428	6998	POSITION
897	1262982268073	6998	POSITION
898	1263050372528	1632	QUESTION
899	1263058607667	1379	TECHNICAL_ANALYSIS
900	1263134182387	6162	QUESTION
902	1263144697083	6998	POSITION
903	1263144790566	6998	POSITION
904	1263144904262	6998	POSITION
905	1263144939443	6998	POSITION
906	1263145346647	1265	QUESTION
907	1263163298466	6712	QUESTION
908	1263171806484	6862	QUESTION
909	1263173531527	7877	QUESTION
910	1263177656640	8043	QUESTION
911	1263193935204	1385	QUESTION
912	1263198308452	8099	QUESTION
913	1263207374185	52	TECHNICAL_ANALYSIS
914	1263208038381	52	TECHNICAL_ANALYSIS
915	1263238903497	428	QUESTION
916	1263242994667	428	QUESTION
917	1263255372228	5244	POLL
918	1263261339731	7763	QUESTION
919	1263265160032	569	QUESTION
920	1263321176335	7764	POLL
921	1263325358537	1385	QUESTION
922	1263346011719	5244	QUESTION
923	1263387269784	7764	QUESTION
924	1263389360474	4778	MARKET_COMMENTARY
925	1263402912821	8	FEED_ITEM
926	1263448933702	8227	QUESTION
927	1263455706956	7872	POSITION
928	1263509947465	7193	QUESTION
929	1263513703285	7193	QUESTION
930	1263536051140	7467	POSITION
931	1263537945442	7467	POSITION
932	1263540170122	7467	POSITION
933	1263542322460	7159	QUESTION
934	1263570487061	8017	MARKET_COMMENTARY
935	1263574995542	8232	MARKET_COMMENTARY
936	1263576426279	6671	MARKET_COMMENTARY
937	1263594347369	8232	MARKET_COMMENTARY
938	1263681742895	3948	QUESTION
939	1263764670442	8501	QUESTION
940	1263767780009	52	TECHNICAL_ANALYSIS
941	1263767979937	52	TECHNICAL_ANALYSIS
942	1263768380004	52	TECHNICAL_ANALYSIS
943	1263799493210	6510	TECHNICAL_ANALYSIS
944	1263799640904	5244	POSITION
945	1263830464198	8232	QUESTION
946	1263830671543	8282	TECHNICAL_INDICATOR
947	1263879600513	8232	MARKET_COMMENTARY
948	1263893028945	586	QUESTION
949	1263925008327	7159	MARKET_COMMENTARY
950	1263948061439	234	POLL
951	1263969972308	2528	QUESTION
952	1263980110495	4640	QUESTION
953	1263998913001	3	POSITION
954	1263999434907	3	POSITION
956	1264080248331	4438	POSITION
957	1264092506101	3	POSITION
960	1264097222716	4438	TECHNICAL_INDICATOR
961	1264097342305	4438	TECHNICAL_INDICATOR
962	1264109371114	1385	QUESTION
963	1264116228596	8894	QUESTION
964	1264151381176	2528	QUESTION
965	1264175561110	8982	QUESTION
966	1264269703715	52	TECHNICAL_ANALYSIS
967	1264270365495	52	TECHNICAL_ANALYSIS
968	1264273322119	1576	TECHNICAL_INDICATOR
971	1264386181606	569	QUESTION
972	1264404767977	5588	POSITION
973	1264411024877	5588	QUESTION
974	1264440532323	8347	QUESTION
975	1264441108636	8347	QUESTION
976	1264462023700	9205	MARKET_COMMENTARY
977	1264502263364	9153	QUESTION
978	1264513684864	8733	MARKET_COMMENTARY
979	1264513895604	8733	MARKET_COMMENTARY
980	1264569366932	8	POSITION
981	1264584544288	1403	MARKET_COMMENTARY
982	1264589581550	9153	QUESTION
983	1264590418425	9153	QUESTION
985	1264592263706	7193	TECHNICAL_INDICATOR
986	1264601237831	4778	MARKET_COMMENTARY
987	1264622595403	5192	POLL
988	1264625938245	8347	QUESTION
989	1264638053441	9153	QUESTION
990	1264650584882	5174	QUESTION
991	1264666117044	5588	QUESTION
992	1264698292079	8347	QUESTION
993	1264709810983	7945	QUESTION
994	1264741105986	1499	MARKET_COMMENTARY
995	1264753709080	5588	QUESTION
996	1264755053723	6998	TECHNICAL_INDICATOR
997	1264764205131	2708	QUESTION
998	1264768682610	123	POLL
999	1264770959765	2376	QUESTION
1000	1264775038631	1403	MARKET_COMMENTARY
1001	1264777419250	5588	QUESTION
1002	1264819932746	9451	QUESTION
1003	1264839134124	5015	QUESTION
1004	1264888872202	52	TECHNICAL_ANALYSIS
1005	1264954901487	1530	QUESTION
1007	1264960612643	7193	QUESTION
1008	1265030124238	160	POSITION
1009	1265032128418	3468	TECHNICAL_ANALYSIS
1010	1265063301411	8685	QUESTION
1011	1265088103484	8733	QUESTION
1012	1265166786199	8164	POSITION
1013	1265172172222	8164	POSITION
1015	1265202018950	1	QUESTION
1016	1265209706340	123	QUESTION
1017	1265255536269	9790	MARKET_COMMENTARY
1018	1265271910431	6998	QUESTION
1019	1265277820383	9388	TECHNICAL_INDICATOR
1020	1265299257553	181	TECHNICAL_INDICATOR
1022	1265301851756	160	QUESTION
1023	1265304302710	227	QUESTION
1024	1265322784963	586	QUESTION
1025	1265344559215	2528	QUESTION
1026	1265356416212	2376	QUESTION
1027	1265386020087	3063	QUESTION
1028	1265482833836	3970	TECHNICAL_INDICATOR
1029	1265483948783	52	TECHNICAL_ANALYSIS
1030	1265500000052	612	TECHNICAL_ANALYSIS
1031	1265500444118	612	TECHNICAL_ANALYSIS
1032	1265586198133	9948	TECHNICAL_INDICATOR
1033	1265587751707	612	TECHNICAL_ANALYSIS
1034	1265602252843	2376	QUESTION
1035	1265641514560	8232	QUESTION
1036	1265644377248	5015	MARKET_COMMENTARY
1037	1265669205958	9948	TECHNICAL_ANALYSIS
1038	1265702775712	9388	QUESTION
1039	1265726270524	10051	QUESTION
1040	1265732994003	3970	QUESTION
1041	1265735071396	612	MARKET_COMMENTARY
1042	1265745931814	10066	QUESTION
1043	1265750423872	2708	QUESTION
1044	1265789140467	2528	QUESTION
1045	1265790206849	3970	QUESTION
1046	1265812649242	2376	MARKET_COMMENTARY
1047	1265813630037	8232	QUESTION
1048	1265824652596	7152	QUESTION
1049	1265842495877	612	QUESTION
1050	1265848764106	123	POLL
1051	1265862058732	612	TECHNICAL_ANALYSIS
1052	1265872742873	10215	TECHNICAL_ANALYSIS
1053	1265878260425	3970	MARKET_COMMENTARY
1054	1265892323450	9205	QUESTION
1055	1265905238363	8334	QUESTION
1056	1265930611073	3970	QUESTION
1057	1265953451875	10215	TECHNICAL_ANALYSIS
1058	1265972012212	1403	MARKET_COMMENTARY
1059	1266076758035	1265	QUESTION
1060	1266091810220	3970	QUESTION
1061	1266211910730	8733	QUESTION
1063	1266265947332	3970	QUESTION
1064	1266271011033	612	TECHNICAL_ANALYSIS
1065	1266277593026	7193	MARKET_COMMENTARY
1066	1266297659300	9045	MARKET_COMMENTARY
1067	1266324440752	10433	POLL
1068	1266327613627	10433	POLL
1069	1266328589390	2376	FEED_ITEM
1070	1266386730505	10215	TECHNICAL_ANALYSIS
1071	1266426904231	9045	TECHNICAL_ANALYSIS
1072	1266427449158	9045	QUESTION
1073	1266430164954	8942	QUESTION
1074	1266432358223	3970	QUESTION
1075	1266471466715	10215	TECHNICAL_ANALYSIS
1076	1266537288146	8733	QUESTION
1077	1266558687071	10215	TECHNICAL_ANALYSIS
1078	1266620815341	1	QUESTION
1079	1266827924525	10215	TECHNICAL_ANALYSIS
1080	1266844226243	612	MARKET_COMMENTARY
1081	1266876610218	9045	TECHNICAL_INDICATOR
1083	1266925522655	10215	TECHNICAL_ANALYSIS
1084	1266930967637	8733	MARKET_COMMENTARY
1085	1266945185825	2491	MARKET_COMMENTARY
1086	1266952444361	2491	MARKET_COMMENTARY
1088	1266997950579	9132	QUESTION
1089	1266997998713	9132	QUESTION
1090	1267021533911	2529	POSITION
1091	1267048764897	10940	QUESTION
1092	1267048893956	6998	MARKET_COMMENTARY
1093	1267065796690	10787	QUESTION
1094	1267067258638	10817	QUESTION
1095	1267124766289	8733	MARKET_COMMENTARY
1096	1267128445423	3970	POLL
1097	1267148220429	11256	QUESTION
1098	1267173172289	11122	POSITION
1099	1267173242868	11122	POSITION
1100	1267193175599	1265	QUESTION
1101	1267220936985	1	QUESTION
1102	1267265534764	9132	QUESTION
1103	1267283689795	612	TECHNICAL_ANALYSIS
1104	1267293421199	3970	QUESTION
1106	1267350143761	11179	QUESTION
1108	1267364718564	10112	TECHNICAL_ANALYSIS
1109	1267365317334	10112	POLL
1110	1267390794832	10705	MARKET_COMMENTARY
1111	1267396992258	11179	QUESTION
1113	1267442210537	11179	QUESTION
1114	1267461560277	6969	QUESTION
1115	1267475765707	11179	POLL
1116	1267536078795	11179	QUESTION
1117	1267598238169	10946	MARKET_COMMENTARY
1118	1267623112673	6113	POSITION
1120	1267660894844	498	TECHNICAL_ANALYSIS
1121	1267699245236	10999	QUESTION
1122	1267701590743	11729	MARKET_COMMENTARY
1123	1267708441823	10946	MARKET_COMMENTARY
1124	1267708634179	227	QUESTION
1125	1267731704002	3	QUESTION
1126	1267735387069	9169	QUESTION
1127	1267737955452	3970	QUESTION
1128	1267745859675	11536	QUESTION
1129	1267777465678	11729	QUESTION
1130	1267782584058	6588	QUESTION
1131	1267799939639	11179	QUESTION
1132	1267804915634	11179	QUESTION
1133	1267805268674	11776	QUESTION
1134	1267807377049	11776	QUESTION
1135	1267808165255	8458	QUESTION
1137	1267808553810	11776	QUESTION
1138	1267877747680	4778	QUESTION
1139	1267879699907	6257	QUESTION
1140	1267905809543	7193	FEED_ITEM
1141	1267944831689	3970	QUESTION
1142	1268064545358	5192	POLL
1143	1268072319020	341	QUESTION
1144	1268083265058	11776	QUESTION
1145	1268086027705	11965	QUESTION
1146	1268087141540	7187	QUESTION
1148	1268104513858	10787	TECHNICAL_INDICATOR
1149	1268122741256	11945	QUESTION
1152	1268206605369	2376	POLL
1153	1268207664735	9132	QUESTION
1154	1268242431988	3640	QUESTION
1155	1268253279156	3970	QUESTION
1156	1268253965910	350	QUESTION
1157	1268270959362	11996	TECHNICAL_INDICATOR
1158	1268277927864	12170	FEED_ITEM
1159	1268281851788	6962	QUESTION
1160	1268282893001	5192	TECHNICAL_ANALYSIS
1162	1268306803982	1403	MARKET_COMMENTARY
1163	1268336638084	3970	QUESTION
1164	1268355300266	8232	TECHNICAL_INDICATOR
1165	1268379573827	2376	MARKET_COMMENTARY
1166	1268397906428	11179	QUESTION
1167	1268423637813	350	QUESTION
1168	1268470372724	3970	QUESTION
1169	1268578663790	11179	TECHNICAL_INDICATOR
1170	1268635006707	2376	MARKET_COMMENTARY
1171	1268644608711	11991	QUESTION
1172	1268720920718	12274	TECHNICAL_INDICATOR
1173	1268759124517	12081	POSITION
1174	1268768763013	11293	TECHNICAL_ANALYSIS
1176	1268811683588	276	POSITION
1177	1268816745870	11179	MARKET_COMMENTARY
1178	1268820932126	12304	QUESTION
1179	1268842270444	11668	QUESTION
1180	1268888913553	12274	MARKET_COMMENTARY
1181	1268903825834	5192	TECHNICAL_ANALYSIS
1182	1268930383125	3328	TECHNICAL_INDICATOR
1183	1268931253076	12709	TECHNICAL_INDICATOR
1184	1268947764181	3328	QUESTION
1185	1268961966671	12732	POLL
1186	1268968506738	3328	MARKET_COMMENTARY
1188	1269014158426	586	QUESTION
1189	1269075485368	12205	QUESTION
1190	1269144745239	12274	POLL
1191	1269163933137	11179	MARKET_COMMENTARY
1192	1269204706459	12852	QUESTION
1193	1269207288331	12852	QUESTION
1194	1269232731788	3970	QUESTION
1195	1269234453512	5704	TECHNICAL_ANALYSIS
1196	1269238219442	12552	POLL
1197	1269274933155	3328	TECHNICAL_INDICATOR
1198	1269296097445	12852	POLL
1199	1269297974441	12852	POLL
1200	1269319421310	12628	QUESTION
1201	1269326699664	12911	QUESTION
1202	1269341539538	11179	TECHNICAL_ANALYSIS
1204	1269361345401	123	QUESTION
1205	1269370696192	12852	QUESTION
1206	1269393304628	12852	POLL
1207	1269414278145	12852	POLL
1208	1269417198308	12852	QUESTION
1209	1269422021777	12911	MARKET_COMMENTARY
1210	1269422977896	496	QUESTION
1211	1269426742539	2376	MARKET_COMMENTARY
1212	1269429265732	10996	QUESTION
1213	1269433698374	12732	MARKET_COMMENTARY
1215	1269438224891	13079	QUESTION
1220	1269438225897	13079	QUESTION
1221	1269438388830	13074	QUESTION
1222	1269450599130	13074	QUESTION
1223	1269472285969	2927	QUESTION
1224	1269489353973	12852	QUESTION
1225	1269499959541	1962	QUESTION
1226	1269502010426	3970	QUESTION
1227	1269502011788	3970	QUESTION
1228	1269504440393	12852	POLL
1229	1269519540050	5473	QUESTION
1230	1269521512918	3088	QUESTION
1232	1269546057245	12852	QUESTION
1233	1269546623151	11132	QUESTION
1234	1269599138453	13172	TECHNICAL_ANALYSIS
1235	1269601830085	3088	QUESTION
1236	1269646013565	3970	QUESTION
1237	1269659542049	5192	QUESTION
1238	1269692635102	2376	POLL
1239	1269810713822	12852	QUESTION
1240	1269817845748	12852	POLL
1241	1269817914822	12852	POLL
1242	1269888990054	3488	QUESTION
1243	1269904530603	612	QUESTION
1244	1269916026271	12852	MARKET_COMMENTARY
1245	1269933826240	2376	POLL
1246	1269942876827	12852	QUESTION
1247	1269958749309	350	QUESTION
1248	1269975042747	13420	POSITION
1249	1269978591897	12732	MARKET_COMMENTARY
1250	1269980720003	12852	MARKET_COMMENTARY
1251	1269989902877	12852	MARKET_COMMENTARY
1252	1269990612038	12852	QUESTION
1253	1269995939505	12852	QUESTION
1255	1270028860345	12852	MARKET_COMMENTARY
1256	1270029043658	3970	QUESTION
1257	1270061180180	3	QUESTION
1258	1270093368492	11586	QUESTION
1260	1270156377145	13111	TECHNICAL_ANALYSIS
1261	1270191482274	2376	MARKET_COMMENTARY
1262	1270205110322	9151	QUESTION
1263	1270237655956	8232	QUESTION
1264	1270280846391	2376	TECHNICAL_ANALYSIS
1265	1270307650900	612	MARKET_COMMENTARY
1266	1270308594664	612	MARKET_COMMENTARY
1268	1270347779674	612	MARKET_COMMENTARY
1269	1270399990427	612	TECHNICAL_ANALYSIS
1270	1270479427616	13700	MARKET_COMMENTARY
1271	1270486720740	3328	QUESTION
1272	1270501387443	3328	QUESTION
1273	1270531220155	11524	QUESTION
1274	1270534677291	3970	QUESTION
1275	1270566538391	3328	MARKET_COMMENTARY
1278	1270663586112	13428	QUESTION
1279	1270666123192	7575	QUESTION
1281	1270688651985	13700	QUESTION
1282	1270703699001	11921	FEED_ITEM
1283	1270724748842	2376	MARKET_COMMENTARY
1284	1270733029522	2376	POLL
1285	1270762989756	13513	POSITION
1286	1270792235334	6962	QUESTION
1287	1270822896102	2376	QUESTION
1288	1270882790057	12852	QUESTION
1289	1270895620823	11179	QUESTION
1290	1270986449110	12347	POLL
1293	1271022639691	498	QUESTION
1294	1271063140734	8597	QUESTION
1295	1271294369790	14336	QUESTION
1296	1271304984634	11179	QUESTION
1297	1271313767970	14452	TECHNICAL_ANALYSIS
1298	1271319820415	7193	QUESTION
1299	1271333027452	14452	TECHNICAL_ANALYSIS
1300	1271333498022	14452	TECHNICAL_ANALYSIS
1301	1271333629719	14452	TECHNICAL_ANALYSIS
1302	1271340369077	30	QUESTION
1303	1271340764655	5240	QUESTION
1304	1271341682682	14599	TECHNICAL_ANALYSIS
1307	1271346014454	14600	QUESTION
1308	1271349143451	14600	QUESTION
1309	1271384422711	14599	QUESTION
1310	1271388239191	14295	QUESTION
1311	1271406769428	14452	QUESTION
1312	1271409456221	13919	QUESTION
1313	1271409941316	3078	QUESTION
1314	1271428633530	14599	TECHNICAL_ANALYSIS
1324	1271450237953	14600	QUESTION
1325	1271454353552	5240	QUESTION
1326	1271504723234	14600	TECHNICAL_INDICATOR
1327	1271514645840	3193	QUESTION
1328	1271540166748	14600	TECHNICAL_ANALYSIS
1329	1271555356329	13482	MARKET_COMMENTARY
1330	1271592810719	569	QUESTION
1331	1271598847230	14892	QUESTION
1332	1271600484568	14946	FEED_ITEM
1333	1271609158551	14915	QUESTION
1335	1271627665927	14600	MARKET_COMMENTARY
1336	1271631010419	14600	QUESTION
1337	1271634423163	14915	QUESTION
1338	1271656857876	14600	TECHNICAL_ANALYSIS
1340	1271660825286	14600	MARKET_COMMENTARY
1341	1271667410685	14600	TECHNICAL_ANALYSIS
1342	1271668290848	14600	MARKET_COMMENTARY
1343	1271668507307	14600	TECHNICAL_ANALYSIS
1344	1271717494953	612	QUESTION
1346	1271744387817	3054	QUESTION
1347	1271745707610	5849	QUESTION
1348	1271762732825	4438	POSITION
1349	1271772136018	14599	QUESTION
1350	1271773997166	4755	TECHNICAL_ANALYSIS
1351	1271779203664	14549	TECHNICAL_ANALYSIS
1352	1271779213324	14549	TECHNICAL_ANALYSIS
1354	1271788089532	13662	POSITION
1356	1271828779681	5192	QUESTION
1357	1271840606549	6893	QUESTION
1358	1271842249681	5502	MARKET_COMMENTARY
1360	1271860832847	14599	QUESTION
1362	1271870785982	9169	MARKET_COMMENTARY
1363	1271884769903	5240	QUESTION
1364	1271884775865	5240	QUESTION
1365	1271884962846	5240	QUESTION
1366	1271886559398	612	QUESTION
1367	1271895795886	5240	POLL
1368	1271902668128	14599	QUESTION
1370	1271932356225	15141	QUESTION
1372	1271949610548	14600	MARKET_COMMENTARY
1373	1271950704411	14600	MARKET_COMMENTARY
1374	1271960567732	14599	QUESTION
1375	1271969223344	14915	QUESTION
1376	1271991472709	9792	POLL
1378	1272002179531	9132	QUESTION
1379	1272010153586	13482	TECHNICAL_ANALYSIS
1380	1272010180825	13482	TECHNICAL_ANALYSIS
1381	1272015000800	2376	MARKET_COMMENTARY
1382	1272026681682	14599	QUESTION
1383	1272028543034	14599	QUESTION
1384	1272076025435	14893	QUESTION
1385	1272155470765	15364	POLL
1386	1272221592875	14915	QUESTION
1387	1272239555857	14452	QUESTION
1388	1272241141930	14282	FEED_ITEM
1390	1272264962582	15470	TECHNICAL_ANALYSIS
1391	1272277534306	13277	MARKET_COMMENTARY
1392	1272317295370	4755	QUESTION
1393	1272330484043	4755	TECHNICAL_ANALYSIS
1394	1272392719140	5854	POLL
1395	1272394449316	14600	MARKET_COMMENTARY
1396	1272492991541	2163	QUESTION
1398	1272507977119	14915	POLL
1399	1272509848448	14915	QUESTION
1401	1272510932844	12911	POLL
1402	1272511221065	12911	POLL
1404	1272530157625	2376	MARKET_COMMENTARY
1405	1272574141126	14915	QUESTION
1406	1272643911739	80	QUESTION
1407	1272661456938	4755	QUESTION
1408	1272670588453	5240	QUESTION
1409	1272730898132	14699	QUESTION
1410	1272733945581	15841	QUESTION
1411	1272767797718	14656	QUESTION
1412	1272784715810	13529	QUESTION
1414	1272794127810	9942	QUESTION
1415	1272854293687	14599	TECHNICAL_ANALYSIS
1416	1272892048074	15945	POLL
1417	1272922496550	3970	QUESTION
1418	1272923460660	7687	QUESTION
1419	1272974846921	4047	QUESTION
1420	1272976881888	15545	ECONOMICEVENT
1421	1272979550468	11179	TECHNICAL_ANALYSIS
1422	1272999365902	16074	QUESTION
1423	1273042399759	16074	POLL
1424	1273045398123	16074	QUESTION
1425	1273091673388	14915	QUESTION
1426	1273107684390	5240	POLL
1429	1273161163703	15038	POLL
1430	1273165089956	350	POLL
1431	1273234665608	122	POSITION
1432	1273239109109	16254	MARKET_COMMENTARY
1433	1273320912743	5240	QUESTION
1434	1273406621140	612	TECHNICAL_ANALYSIS
1436	1273545062232	16492	POLL
1437	1273599440069	16460	QUESTION
1438	1273649027630	2376	POLL
1439	1273675743217	15344	QUESTION
1440	1273771365682	16639	QUESTION
1441	1273779303388	16655	QUESTION
1442	1273820783090	11179	QUESTION
1443	1273849116972	14599	QUESTION
1444	1273863430714	6896	QUESTION
1445	1274038531498	16040	QUESTION
1446	1274053411045	9325	QUESTION
1447	1274109927986	496	POLL
1448	1274141433614	3078	QUESTION
1449	1274154249525	9677	TECHNICAL_ANALYSIS
1451	1274175292734	13219	QUESTION
1452	1274229804046	9325	QUESTION
1455	1274280103680	2376	TECHNICAL_ANALYSIS
1456	1274324256115	15427	QUESTION
1457	1274350866039	15844	POSITION
1459	1274362258070	122	QUESTION
1460	1274370480998	10395	QUESTION
1461	1274439350568	6969	QUESTION
1462	1274499915176	7331	MARKET_COMMENTARY
1463	1274535113672	7331	TECHNICAL_ANALYSIS
1464	1274545549801	13277	MARKET_COMMENTARY
1465	1274548127968	10829	QUESTION
1466	1274607121926	14992	QUESTION
1467	1274635869753	14282	QUESTION
1468	1274639018197	17573	POSITION
1469	1274639105667	17573	POSITION
1470	1274639570219	17573	POSITION
1471	1274640469283	17573	POSITION
1472	1274656204863	17573	POSITION
